KeggID,C1,C2,C3,Cd1,Cd2,Cd3
K04715,57,69,62,54,56,64
K04715,62,60,57,46,62,56
K05857,5317,6008,5477,6411,6715,6711
K13138,728,864,949,374,491,411
K13138,736,842,929,346,471,435
K00422,532,532,446,35,47,46
K00422,412,528,432,43,33,38
K00430,73,40,30,36,17,30
K00430,260,248,168,175,192,255
K00430,71,75,62,60,71,84
K00430,115,174,103,149,92,175
K00430,77,90,53,84,84,104
K01661,566,716,616,593,609,583
K01661,576,648,603,551,609,541
K12567,11,10,7,3,7,9
K09422,6903,8509,7207,6206,6990,7309
K00626,2188,2911,2329,2627,2957,3209
K22858,112,105,155,52,49,46
K11436,163,174,177,188,177,213
K11436,192,183,202,232,179,182
K16075,444,683,477,558,517,582
K18670,2202,2947,2494,2649,2587,2705
K08592,456,530,535,1372,1305,1540
K14736,15,4,4,6,5,6
K06569,8,20,4,20,17,12
K06569,24,17,19,21,19,22
K07937,0,0,1,0,3,0
K01513,340,379,382,144,174,142
K22866,5,5,5,9,8,6
K17508,1560,1903,1677,1179,1485,1544
K17508,1620,1982,1705,1335,1524,1644
K24224,7,19,15,8,11,15
K24224,14,24,17,16,6,12
K24224,4,13,8,2,2,1
K03294,284,319,314,193,174,183
K01228,388,472,413,437,415,569
K08869,711,794,789,549,626,637
K18848,61,74,73,18,22,23
K01663,454,543,526,326,330,337
K14504,1,0,2,0,1,0
K14504,0,0,0,1,3,1
K14504,0,0,0,0,0,0
K14504,94,144,93,103,73,109
K00422,1133,1300,1242,40,69,85
K15106,593,640,634,607,692,818
K15106,559,609,614,657,685,824
K05863,1044,1270,1038,933,847,967
K14153,231,266,295,104,139,122
K08912,9,3,5,1,1,9
K05359,1399,1915,1374,1786,2041,2427
K13448,3827,6436,5465,3445,3390,4354
K15920,2,0,0,0,0,0
K02935,2135,2878,2501,1988,2079,2213
K08994,913,1013,1004,1015,1273,1309
K17686,529,682,627,489,559,560
K23504,126,133,146,284,280,341
K12586,189,234,240,201,193,268
K06699,852,1144,1172,1680,1774,1817
K13448,1105,2494,2034,3027,2902,4403
K03438,147,211,187,157,138,172
K00999,735,1099,937,791,838,961
K09534,3073,3700,3107,2803,3124,3331
K22857,41,56,75,28,26,32
K02639,513,612,559,529,561,543
K03031,590,739,787,1375,1293,1537
K09487,2416,2960,2587,3848,3943,4285
K02981,10377,12687,12253,11567,11940,12268
K01648,2194,2857,2410,16994,16485,21531
K16075,688,881,708,983,1082,1294
K12896,646,788,774,896,832,952
K12896,510,559,547,735,688,829
K09494,608,721,780,780,853,754
K01974,40,43,48,20,36,33
K00799,44,50,30,82,44,91
K00799,38,60,44,78,52,75
K00799,45,39,35,70,70,91
K14696,221,285,241,553,547,604
K07393,297,362,387,486,483,506
K01723,7802,10874,8116,9042,9241,11570
K15033,219,268,258,202,223,243
K22817,29,34,39,32,31,48
K22817,16,34,37,29,37,38
K14821,1463,1769,1724,1350,1363,1433
K22683,185,291,165,75,60,134
K14638,3,13,12,7,10,10
K14638,2,0,0,0,1,2
K22683,5,14,3,3,5,4
K22683,2,4,1,4,1,3
K22683,43,59,29,26,22,28
K22683,80,64,27,27,23,24
K00422,523,593,571,301,311,291
K06757,1302,1905,1576,1202,1152,1671
K06757,1291,1830,1657,1147,1178,1640
K06757,921,1412,1192,888,919,1303
K01115,901,1210,1107,912,955,916
K01115,961,1130,1056,876,887,887
K01115,947,1103,1057,851,874,962
K00815,125,230,179,732,836,1074
K05863,2032,2471,2192,2433,2336,2523
K05863,1852,2507,2177,2435,2233,2701
K05863,2043,2598,2252,2452,2379,2654
K05863,5941,7834,7059,6707,6325,6996
K05863,5690,8090,7019,6699,6452,7094
K10273,14,33,30,4169,4110,5109
K13449,322,446,319,2555,2212,3120
K11254,829,893,888,572,672,748
K01110,45,52,61,82,86,105
K01110,50,46,56,112,84,103
K01110,40,40,66,93,87,109
K01110,46,52,50,106,77,107
K01110,50,58,66,118,83,116
K01110,45,64,65,97,67,114
K01110,45,61,50,97,69,109
K01110,45,48,58,110,74,101
K15601,9,12,11,5,6,2
K15601,7,8,7,6,3,0
K15601,8,11,15,5,5,3
K15601,10,8,13,6,1,8
K15601,16,9,5,5,4,7
K15601,9,8,8,7,4,5
K15601,11,16,10,4,6,2
K15601,10,7,9,5,6,4
K15601,8,10,12,6,4,2
K15601,6,10,8,5,5,5
K15601,9,8,8,7,5,4
K15601,12,18,9,3,3,2
K15601,8,7,10,3,5,3
K14299,169,202,197,127,146,133
K13109,305,408,368,255,293,263
K00430,127,143,60,77,59,94
K09291,55,59,41,49,56,46
K00430,1,3,3,2,3,3
K00430,8,15,3,4,3,5
K00430,220,269,135,190,180,250
K00430,2,3,2,7,1,4
K00430,5,7,12,7,7,13
K00430,35,29,29,57,49,75
K00430,168,271,154,168,159,227
K00430,0,2,0,0,0,0
K00430,110,127,86,155,86,169
K00430,227,293,164,185,175,273
K03676,628,784,788,442,521,523
K13420,760,1130,978,1682,1871,2121
K03030,447,596,550,580,652,747
K05658,44,72,70,105,76,111
K06171,173,204,226,199,172,186
K03671,97,178,216,128,135,128
K00430,22,23,17,14,18,16
K00430,4,4,2,2,4,2
K00430,111,168,66,106,99,157
K00430,149,233,131,158,160,178
K00430,143,179,76,125,119,157
K00430,34,52,23,26,34,42
K02896,8616,11890,10902,11220,9670,11168
K08030,74,90,97,69,62,78
K08030,101,109,79,68,75,63
K08030,80,93,100,53,63,76
K20457,166,198,142,137,95,134
K01052,0,0,0,0,0,0
K00430,1403,1787,1170,1398,1199,1815
K00430,608,629,439,480,366,549
K14965,21,15,14,13,13,12
K14856,1878,2214,2046,1877,1889,1905
K13115,165,255,256,430,429,438
K02366,19,27,16,9,9,17
K12197,531,717,603,1119,1227,1444
K03011,691,736,834,644,774,735
K07178,545,608,653,563,621,623
K14826,1175,1503,1489,1483,1475,1339
K03249,2253,2931,2779,2336,2278,2469
K10606,107,135,111,175,174,180
K03029,1977,2560,2359,2222,2215,2356
K22399,8,12,17,17,17,5
K22399,7,18,17,18,19,10
K22399,5,19,22,16,13,12
K22399,9,12,18,13,19,14
K19716,22,11,9,4,3,5
K14298,244,256,273,148,196,219
K14298,251,231,251,185,180,213
K15425,683,868,747,770,739,802
K19788,201,221,221,265,220,355
K00601,251,328,310,181,250,267
K10418,6200,7826,6507,3367,3922,4167
K00422,20538,23337,24751,14116,13646,13243
K16491,0,0,1,0,0,0
K03783,0,2,1,0,0,0
K01227,82,104,92,106,114,107
K01227,112,115,108,100,95,99
K11876,195,247,290,191,243,276
K15304,582,676,612,690,618,709
K15304,547,687,617,655,629,754
K03354,101,105,95,114,120,105
K18121,364,488,543,597,599,578
K18171,57,82,85,53,69,70
K18171,58,88,88,57,68,68
K15032,68,83,61,81,109,81
K15032,72,82,81,103,101,116
K15032,56,56,62,98,71,100
K15032,55,62,56,98,81,81
K14677,1366,1888,1426,2054,1894,2290
K14677,1104,1261,1161,939,998,961
K22987,81,102,110,92,85,117
K22987,103,123,107,92,124,108
K22987,90,110,109,89,88,115
K22987,82,128,108,88,95,106
K12195,659,813,739,740,835,859
K24772,624,650,597,491,574,570
K03070,373,427,459,373,331,322
K15028,1654,2141,2263,2035,1940,2259
K00059,101,158,97,320,263,353
K09422,1,3,5,127,150,201
K11599,1066,1415,1263,1378,1154,1349
K19045,1,1,1,1,0,2
K08678,2632,3772,3061,4993,5059,6140
K07760,186,180,264,112,84,93
K02206,0,1,0,0,0,0
K10436,98,148,79,98,69,81
K10436,101,120,76,79,81,86
K10436,117,124,107,80,85,95
K10436,82,151,94,92,81,87
K10527,2112,2602,2095,3096,3285,3429
K09561,307,382,334,363,384,451
K00430,3,4,4,5,9,7
K02206,0,0,0,0,0,0
K00422,43,81,42,33,33,35
K11251,0,0,0,0,0,0
K00026,4115,5489,4654,3629,3927,4045
K07195,2773,3504,3014,2629,2437,2748
K24139,399,479,413,418,507,513
K24139,307,389,298,299,408,404
K01052,1669,1759,1772,1061,1130,1093
K19788,1080,1228,1159,857,832,762
K12828,2097,2394,2130,2485,2685,2680
K06911,397,377,430,3946,4167,5245
K03671,1615,1299,1614,1275,1427,1473
K19761,36499,43490,36521,24449,28346,29225
K11843,798,882,840,1096,1094,1211
K08869,787,804,813,1218,1223,1350
K03452,244,342,282,262,278,361
K03452,212,351,269,256,291,363
K06268,92,112,129,224,212,243
K06268,74,80,110,125,92,105
K00422,41,49,47,17,25,22
K06268,114,115,139,196,154,215
K02115,10918,13021,11215,9440,10888,11702
K00134,4996,8221,5922,6052,9181,10170
K00025,3240,4313,3833,4796,5265,6089
K00422,32751,33793,35483,12731,10541,9465
K00422,740,920,865,25,36,40
K11644,1,2,0,1,1,2
K00422,730,871,841,24,35,46
K00422,810,948,922,15,36,38
K00422,956,1120,1044,21,37,40
K00422,1067,1142,1306,728,746,702
K00422,932,1049,1054,16,33,41
K00422,575,622,671,372,422,318
K22419,12,13,13,1254,1167,1463
K22419,13,3,10,1203,1195,1346
K22419,7,9,7,1114,1025,1254
K15454,52,66,71,46,71,62
K15454,64,62,62,51,65,58
K15454,50,69,68,70,67,60
K09828,3192,3743,3790,2935,2898,2877
K22074,979,1212,1143,1101,1369,1378
K18195,2,6,2,6,3,7
K00163,0,0,0,0,0,0
K09420,1,2,1,4,2,3
K02717,20896,26498,23126,17801,19021,20411
K02717,5349,6047,6200,2007,2297,2157
K07213,3113,3688,3546,3557,3198,4276
K14545,103,99,139,116,133,110
K20362,725,909,891,1097,1136,1289
K15544,217,207,231,135,130,127
K15544,195,219,236,110,113,102
K05356,507,665,646,896,930,1088
K01047,0,1,2,0,0,0
K00074,1222,1517,1228,1140,1340,1413
K02907,486,570,577,498,499,599
K16470,77,63,63,49,32,42
K14494,726,968,731,408,444,448
K03969,1404,1787,1567,1164,1077,1268
K19073,421,476,456,371,385,414
K10257,3596,5026,4213,3295,3391,3386
K14617,1576,1955,1644,1363,1286,1391
K10746,63,73,75,80,77,86
K10746,41,55,68,80,79,104
K02155,10013,12415,10145,8793,8769,10152
K16615,249,367,305,265,201,246
K10773,468,329,351,324,479,152
K10773,72,61,78,105,91,74
K10773,67,81,88,109,89,92
K10773,78,89,77,110,80,83
K10773,74,86,98,80,82,96
K17914,42,33,43,9,19,16
K17914,30,29,44,13,18,17
K17914,34,33,38,9,25,16
K18758,2814,3601,3047,3230,3444,3509
K01462,195,241,250,137,145,136
K01462,226,265,290,151,145,160
K01462,234,249,241,111,129,134
K01011,528,670,669,442,461,476
K05396,100,133,94,65,85,98
K05396,116,143,114,84,91,70
K01785,2639,3345,2250,2600,2565,3253
K10779,245,264,289,255,241,239
K10779,260,249,264,233,233,248
K10779,265,244,282,244,278,249
K10779,239,236,263,236,216,239
K02153,2185,2674,2264,1760,1844,2280
K01110,1943,2270,1962,1611,1606,1848
K01110,1254,1611,1215,1083,1090,1257
K18678,592,628,736,295,374,320
K13789,48,42,47,37,40,43
K01648,1245,1572,1440,12366,9786,12928
K15849,364,371,459,2837,2107,2906
K14724,7,13,18,26,8,22
K03963,1005,1119,1095,1047,984,1208
K02134,9,10,18,10,5,9
K16535,0,1,0,1,0,1
K14440,0,0,0,0,0,0
K00422,821,994,886,83,96,111
K00430,3,6,5,81,44,57
K00430,8,20,14,232,167,258
K02111,182,257,345,257,243,225
K00430,3,6,1,94,41,79
K00430,8,41,12,232,166,300
K00422,966,1039,993,80,105,127
K00422,765,862,774,62,110,137
K00430,11,29,10,263,201,328
K00430,10,30,14,262,207,340
K00430,6,10,2,148,118,228
K00430,8,22,10,284,214,330
K00430,2,11,3,68,34,93
K15920,0,0,0,0,0,0
K15920,0,0,0,0,0,0
K15920,0,0,0,0,0,0
K01536,449,674,584,12458,13776,18482
K02604,8,10,16,8,10,9
K03357,70,80,120,115,94,117
K15718,389,681,629,1191,1416,1519
K00422,43,51,33,5,8,6
K06689,5422,6796,5946,5893,5691,6772
K06689,6121,7583,6562,6433,6368,7591
K22381,291,398,384,357,352,420
K22381,317,368,376,324,333,373
K20547,50,26,25,28,13,24
K03294,24,30,41,48,36,37
K13448,32,34,23,34,21,22
K23544,770,877,762,707,722,746
K23544,677,897,858,716,708,767
K15171,177,271,238,156,150,174
K10268,486,614,490,393,411,465
K10268,464,610,518,418,414,446
K22733,1101,1508,1320,2151,2005,2452
K15360,49,53,71,82,57,63
K00472,1008,1323,1132,1115,1246,1214
K22450,550,664,526,518,562,568
K22450,530,677,561,556,564,598
K10739,70,68,127,97,82,78
K17279,1113,1422,1401,1103,1184,1154
K09420,0,0,0,0,0,0
K11816,0,0,0,0,0,0
K11816,2,2,3,1,1,0
K11816,0,0,0,0,0,0
K00763,170,209,210,300,300,310
K11254,152,192,187,171,165,193
K11254,72,64,135,35,46,48
K11254,9,11,21,2,4,2
K15918,545,538,654,407,420,425
K13150,314,412,396,286,276,248
K13150,328,401,451,254,270,262
K15498,2037,2484,2222,2053,2264,2340
K00566,71,92,100,62,102,84
K00566,79,116,102,50,74,68
K20667,155,174,128,176,123,168
K10330,162,182,143,150,178,144
K15449,509,559,613,574,576,592
K23563,1164,1448,1359,1420,1266,1398
K02469,687,734,739,499,502,481
K21867,513,708,497,542,495,578
K18058,577,666,460,336,348,373
K03125,1183,1479,1416,1787,1933,1885
K12735,969,1207,1062,1208,1242,1221
K19882,407,481,458,537,434,523
K00626,1354,1608,1325,1399,1466,1711
K10728,62,95,152,106,104,123
K05302,52,40,66,44,62,50
K05302,51,55,58,48,47,45
K13993,112,131,172,4643,4629,5739
K13993,33,40,53,1578,1705,2523
K13993,60,67,73,1150,1360,1684
K13993,66,85,90,544,732,892
K13065,5,3,1,45,35,79
K13065,1,1,0,102,84,112
K02155,1621,2067,1173,1335,1438,1744
K16458,20,25,26,16,24,28
K16458,19,11,24,27,26,21
K16458,21,15,34,26,29,17
K16458,14,9,31,24,23,33
K16458,20,26,27,23,26,29
K20301,401,456,470,365,325,374
K00784,213,183,220,162,150,154
K11755,234,276,290,193,204,203
K14320,379,521,457,408,534,426
K18195,0,0,0,0,0,0
K18195,0,0,0,1,0,0
K01206,66,90,72,99,81,111
K20716,0,0,1,0,0,0
K20716,0,0,1,0,0,0
K02965,97,172,204,182,160,129
K20725,2544,4113,3176,3506,4073,4858
K18368,428,550,401,792,656,829
K23978,191,230,215,310,352,396
K23978,200,247,236,348,355,389
K00640,104,171,135,823,874,1099
K00640,127,142,130,781,886,1074
K08874,476,537,563,313,361,331
K08874,478,536,558,307,347,335
K08874,468,588,541,313,355,355
K02586,87,233,235,223,210,167
K18758,69,64,72,58,62,74
K10268,470,591,535,133,142,126
K01930,316,317,308,311,299,272
K11713,154,225,188,136,154,152
K23735,284,340,355,274,253,295
K22935,66,65,97,118,109,109
K22935,69,86,81,120,100,107
K22935,56,54,65,79,93,83
K12603,383,404,366,258,223,232
K11717,411,551,477,493,425,482
K00262,948,1172,1109,995,1037,1121
K00262,1030,1231,1131,1006,1073,1095
K03118,206,244,250,178,196,206
K03118,220,245,241,203,276,213
K01887,27,61,62,19,45,23
K22074,216,281,253,304,305,312
K17619,71,113,139,67,52,69
K17619,85,103,132,68,77,57
K06118,309,341,353,271,259,233
K06118,279,275,304,235,228,199
K09580,521,619,513,956,973,1076
K01590,892,1167,1133,386,300,328
K22911,2,2,7,2,0,0
K15176,603,802,787,634,584,640
K18848,2,5,7,13,10,6
K18886,125,166,127,110,127,130
K09580,403,386,374,239,281,268
K00939,1286,1894,1638,1356,1376,1431
K15133,283,316,349,180,231,184
K07243,828,870,579,255,286,360
K07243,896,1074,730,313,385,436
K16462,2,5,4,2,0,1
K19784,796,991,795,1680,1619,2041
K24345,649,934,1124,56,91,75
K09835,1300,1510,1446,1064,1016,1152
K10703,216,243,253,229,233,244
K10703,209,240,269,206,207,264
K11643,392,476,363,269,371,277
K11643,368,420,397,271,307,310
K11643,404,475,405,283,342,315
K07447,120,150,124,150,161,162
K07447,106,139,161,182,156,165
K14308,429,588,556,335,338,341
K20301,780,904,868,523,566,540
K01358,150,205,171,156,152,190
K01358,152,190,213,146,181,177
K20924,420,427,338,328,362,377
K20924,402,457,346,308,339,334
K02265,1221,1590,1401,1312,1208,1384
K20924,3236,4161,3755,3134,3523,3675
K23741,434,380,437,295,298,306
K00487,3946,5445,4207,23055,24631,30281
K02950,3,16,24,26,19,7
K08486,869,1184,1084,1723,1657,2022
K00966,387,477,428,478,402,500
K00966,378,485,461,485,425,506
K00966,430,490,501,452,435,467
K00966,396,476,465,436,462,493
K01866,491,519,540,493,491,510
K02641,383,466,455,385,372,373
K02641,403,456,476,406,391,394
K10577,1036,1325,1161,1156,1177,1272
K03231,0,0,0,0,0,0
K04508,405,494,522,291,278,281
K04508,393,450,399,254,279,214
K14489,127,120,106,102,95,78
K06027,91,93,95,112,124,119
K06027,805,903,908,1123,1139,1291
K10669,938,1168,1165,866,1092,1000
K15047,563,636,549,436,468,425
K08568,1480,1667,1361,1420,1292,1691
K13217,711,972,851,921,1029,1047
K13217,732,941,881,1017,1044,1098
K13217,650,911,812,899,932,1062
K13217,725,874,811,941,1035,1021
K08472,238,297,291,197,185,219
K03113,2995,3760,3280,2480,2636,3031
K03113,3450,4262,3698,2806,2893,3441
K03113,3110,3743,3280,2522,2608,3122
K00162,2032,2471,2507,1713,1884,1861
K20184,1533,1759,1563,1536,1670,1671
K20184,78,75,73,80,54,84
K06664,240,366,329,280,267,321
K23504,782,887,900,596,625,740
K23504,903,1093,1085,769,819,880
K02835,38,40,22,20,32,29
K02835,28,35,39,25,24,32
K02835,21,45,27,26,23,23
K12898,453,565,478,334,284,350
K12898,434,540,521,394,309,325
K03231,5530,7093,6665,5492,5960,5969
K03231,6163,7748,7237,6142,6542,6526
K13421,697,708,664,497,515,543
K10595,0,0,0,0,0,0
K15148,167,201,215,181,146,130
K14310,329,393,448,271,294,236
K14310,339,439,426,258,266,217
K03942,1107,1253,1181,1114,1194,1354
K03942,1072,1264,1162,1113,1149,1360
K06127,173,201,214,173,143,167
K06127,181,180,233,163,166,154
K12896,1247,1673,1575,1352,1324,1447
K00036,480,634,527,515,581,578
K19672,94,141,113,123,105,115
K14638,0,0,2,0,1,2
K10597,1589,1806,1677,1863,1705,1972
K14206,626,764,733,512,629,576
K00858,279,281,290,306,280,282
K02889,5781,7062,7665,6959,6183,7129
K13868,66,71,87,60,62,75
K13868,65,77,84,62,71,56
K07222,792,938,699,1238,1335,1459
K03043,72,167,218,160,152,126
K20300,287,312,316,209,229,200
K20300,283,296,339,193,220,172
K06573,198,216,228,271,272,287
K09500,1162,1303,1170,1226,1204,1224
K17778,586,533,585,465,434,509
K17508,6,4,4,5,1,3
K01623,2248,2728,2153,1729,1733,2080
K10419,1,1,2,1,0,0
K17822,52,71,77,60,68,63
K17822,58,67,78,62,85,97
K17822,54,58,63,56,74,92
K17822,57,64,92,76,78,86
K17822,58,66,74,69,55,91
K17822,50,67,79,56,75,98
K15402,0,0,0,0,0,0
K17675,405,460,448,415,477,429
K11098,290,317,414,270,227,262
K08967,400,543,511,398,452,507
K08967,409,585,502,423,433,506
K19600,3542,4500,3913,3377,3813,3891
K08917,15194,20524,18169,13017,12968,13686
K20180,874,1147,948,1001,1087,1112
K07179,189,204,255,110,115,107
K10753,113,181,184,198,221,245
K02736,1208,1387,1486,1412,1300,1462
K03424,119,164,176,94,105,85
K16302,3,7,5,1,14,0
K05391,775,951,940,877,955,1057
K05391,681,819,783,774,822,884
K05391,792,967,837,957,936,1065
K03124,0,0,0,0,0,0
K03124,0,0,0,0,0,0
K03327,106,120,136,153,209,235
K00422,231,332,168,4563,4589,6192
K00134,3286,4273,3858,2842,2799,2856
K10249,571,670,768,744,696,711
K10408,249,354,303,232,202,260
K22517,129,171,201,110,116,105
K14488,1350,2401,2199,174,272,138
K12175,511,552,513,551,551,577
K12175,511,606,491,565,519,607
K01937,1067,1475,1326,486,580,500
K01937,1092,1444,1302,492,605,466
K01939,1562,2112,1828,1896,2084,2168
K09458,2561,2867,2801,2565,2673,2726
K07023,90,94,71,150,167,243
K00606,120,141,141,1841,1712,2361
K00606,116,152,153,1858,1768,2398
K00606,126,144,139,1842,1782,2435
K18655,687,756,729,534,604,627
K18655,593,689,640,472,452,510
K01950,256,334,318,243,258,310
K18178,119,144,148,88,106,114
K01469,1425,1780,1385,3172,3487,3576
K08869,795,998,916,1196,1282,1362
K12450,5506,6916,5795,7051,7336,7727
K12471,3228,4297,3534,3283,3715,3902
K14485,3346,4377,3645,2665,3232,3374
K05543,560,652,679,548,607,689
K05543,561,650,682,533,658,723
K02984,14780,17898,19127,17362,16904,18000
K20474,369,464,386,394,404,492
K06821,1,1,2,1,0,1
K00134,1996,2585,1708,1711,1535,2094
K13681,398,438,383,399,351,504
K20068,15,21,39,8,10,9
K11275,2897,3464,3029,1874,1943,1930
K14963,368,403,374,582,500,570
K02321,40,50,68,87,61,84
K17871,138,188,191,1049,1185,1289
K08869,138,153,173,146,189,156
K08869,131,167,149,171,180,188
K08869,137,160,178,154,179,168
K22766,46,47,50,61,53,42
K22766,49,61,42,42,67,50
K00761,564,656,587,342,457,420
K01674,262,346,290,48,70,60
K01598,152,207,187,274,272,333
K01733,3174,3834,3217,3155,3332,3310
K06100,686,835,907,710,775,730
K14803,1637,2441,1865,6024,6047,7797
K00430,1,4,2,1,3,2
K00430,5,12,5,7,1,2
K10696,950,1200,1129,1102,1094,1247
K00588,0,0,0,0,0,0
K00588,0,0,0,0,0,1
K14312,616,745,780,595,628,653
K00891,690,748,659,559,595,695
K22849,915,1138,974,540,534,616
K11583,900,986,1036,845,856,921
K22596,228,293,419,117,128,92
K22596,206,223,348,116,117,85
K01530,25,58,22,153,132,168
K15193,1327,1627,1455,1217,1127,1342
K11498,69,84,120,64,50,48
K11498,69,82,113,60,56,58
K01802,1101,1326,1230,1026,1002,1111
K01537,517,646,564,695,869,1151
K01537,1304,1505,1486,1758,1925,1920
K11252,1454,1678,1688,1308,1464,1446
K18148,95,108,99,106,116,117
K14835,474,638,597,342,300,306
K11804,1201,1652,1349,1080,1166,1369
K00800,1238,1305,1255,4134,3161,4634
K10703,792,995,944,840,802,838
K03404,1261,1567,1582,772,1166,942
K18158,181,250,279,144,128,155
K00390,128,184,144,204,218,243
K00390,128,160,198,204,210,235
K00390,123,159,152,209,230,246
K00390,120,152,148,233,219,241
K00099,1307,1535,1603,1036,1247,1052
K22644,703,901,691,471,478,624
K18577,345,390,364,397,362,353
K18577,374,390,309,356,360,332
K20417,0,16,7,107,84,113
K02888,769,1079,935,643,583,648
K01762,104,124,150,99,126,102
K10734,11,15,30,17,16,7
K03032,2580,3303,2991,2581,2569,2582
K01810,316,399,402,364,401,426
K01810,340,442,425,376,410,445
K01810,367,445,408,391,378,431
K01810,376,474,452,420,405,437
K01810,362,482,453,367,422,478
K01810,383,478,463,372,428,499
